****************************************************************************************************************************
Sayın Araştırmacı;

Bu Türkçe Duygu Sözlüğü, doktora tezi çalışması kapsamında geliştirilmiş olup,
kullanılması ve dağıtılması tamamen serbesttir. Amacımız dilimizde yapılacak
çalışmalara kaynak oluşturabilmektedir. 

Akademik amaçlı kullanımınızda, aşağıdaki yayınlara çalışmalarınızda referans vermenizi rica ederiz.

İyi çalışmalar....


REFERANS VERİLECEK YAYINLAR:
---------------------------
1) F. Sağlam, B. Genç, H. Sever, "Extending a Sentiment Lexicon with Synonym-Antonym Datasets: SWNetTR++", 
   Turkish Journal of Electrical Engineering and Computer Sciences, 27 (2019) 1806-1820. 
   
2) F. Sağlam, B. Genç, H. Sever, "Developing Turkish Sentiment Lexicon for Sentiment Analysis Using Online News Media", 
   IEEE/ACS 13th International Conference of Computer Systems and Applications (AICCSA), 
   Nov 29 – Dec 02 2016, Agadir, Morocco, 2016.   


SÖZLÜĞÜN TÜM GELİŞTİRİLME YÖNTEM VE SÜREÇLERİ HAKKINDA BÜTÜN BİLGİLER İÇİN:
--------------------------------------------------------------------------
   YÖK Tez Merkezi, 10253867 referans numaralı, 
   "Otomatik Duygu Sözlüğü Geliştirilmesi ve Haberlerin Duygu Analizi" konulu doktora tezi.


TÜRKÇE KARAKTERLERDEN DOLAYI ENCODING PROBLEMI YAŞAYANLAR İÇİN PYTHON KOD SATIRI:
--------------------------------------------------------------------------------
   import pandas as pd
   SWNetTR = pd.read_csv(r"...\YOUR_PATH\SWNetTR++.csv", sep=';', decimal=",", encoding="utf-8-sig")


Fatih SAĞLAM
fsaglam2002@yahoo.com

****************************************************************************************************************************



WORD;TONE;POLARITY
besin;0,150691047;1
besin değeri düşük;-0,305020341;-1
besin değeri yüksek;0,348263314;1
besinsizlik;-0,156456597;-1
besle;0,084777439;1
besleme;0,08133746;1
beslemek;-0,039219058;-1
beslenememe;-0,156456597;-1
beslenemeyen;-0,125;-1
beslenme;0,161517439;1
beslenme odası;-0,125;-1
beslenme saati;-0,125;-1
beslenmemiş;-0,375;-1
beslenmeye ait;0,286517439;1
beslenmifl;0,411517439;1
besleyebilir;-0,5;-1
besleyen;0,356309356;1
besleyici;0,348695126;1
besleyicilik;0,661517439;1
besli;0,119172044;1
besmele;0,115057883;1
besmelesiz;-0,07638;-1
beste;0,204899837;1
besteci;0,198618936;1
bestecinin;0,078207119;1
bestekar;0,436097752;1
bestele;0,416177439;1
bestelemek;0,110455115;1
beş;-0,01858901;-1
beş beter;-0,34704498;-1
beş kardeş;0,270187529;1
beş loblu;-0,5;-1
beş para etmez;-0,5;-1
beş paralık;-0,125;-1
beş tam altın;0,493767439;1
beşaret;-0,00524;-1
beşbıyık;0,122582064;1
beşer;0,062166061;1
beşeri;0,294679139;1
beşerî;0,177883285;1
beşeriyet;0,343137439;1
beşeriyetçilik;-0,039032509;-1
beşgen;0,057117439;1
beşibirarada;0,493767439;1
beşibirlik;0,493767439;1
beşibiryerde;0,493767439;1
beşik;0,05690913;1
beşik ölümleri;0,411517439;1
beşik ölümü;0,411517439;1
beşiz;0,059247439;1
beşkardeş;-0,074757673;-1
beşle;0,274937439;1
beşli;0,128176697;1
beşparmak;0,252787439;1
beşpençe;0,252787439;1
beştaş;-0,06979;-1
bet;-0,155263564;-1
beta;0,119847439;1
beta endorfin;-0,125;-1
betekrar;-0,20851;-1
beter;-0,254269654;-1
beti;-0,086068531;-1
betikevi;0,091977439;1
betikler;0,091977439;1
betili;0,542787439;1
betim;0,110179639;1
betimle;0,053627439;1
betimleme;0,121209988;1
betimlemek;0,307618861;1
betimlemeli;0,245887439;1
betimleyicilik;-0,04167;-1
betimsel;0,245887439;1
bêtise;-0,125;-1
betisiz;-0,04167;-1
beton;0,286517439;1
beton delme kalemi;-0,55565;-1
beton yığını;-0,125;-1
betonarme;0,070987439;1
betondan;0,452407439;1
bevil;-0,107223482;-1
bevliye;-0,61744;-1
bevliyeci;-0,21978;-1
bey;0,05557852;1
beyan;0,338836843;1
beyan etmek;-0,002497859;-1
beyanat;-0,076324961;-1
beyanname;0,088689391;1
beyaz;-0,003251184;-1
beyaz akciğer;-0,75;-1
beyaz ayaklı;-0,5;-1
beyaz bordo;-0,08333;-1
beyaz büyü;0,661517439;1
beyaz çam pas;-0,75;-1
beyaz çiçekli;0,161517439;1
beyaz çikolata;-0,125;-1
beyaz çizgili;0,161517439;1
beyaz deri;-0,125;-1
beyaz dil;-0,125;-1
beyaz dudaklı;0,161517439;1
beyaz et;-0,13667;-1
beyaz fil;0,453187439;1
beyaz lekeli;0,411517439;1
beyaz saçlı;0,411517439;1
beyaz sıcak;0,203187439;1
beyaz tarçın;0,286517439;1
beyaz tüy;-0,125;-1
beyaz umut;0,161517439;1
beyaz yalan;0,161517439;1
beyaz zehir;-0,168533518;-1
beyaza çalan;-0,04167;-1
beyazımsı;0,286517439;1
beyazımtırak;0,286517439;1
beyazlamak;0,127423664;1
beyazlan;0,521127439;1
beyazlanmak;0,127424364;1
beyazlaşmak;0,1274033;1
beyazlaştırmak;0,135787771;1
beyazlatılmış;-0,16667;-1
beyazlatmak;0,138083794;1
beyazlık;0,090742939;1
beyazperde;0,148207439;1
beybaba;-0,00264149;-1
beyefendi;0,138561877;1
beygir;0,240452408;1
beyhude;-0,246447662;-1
beyhudelik;0,286517439;1
beyi;0,107704914;1
beyin;0,09089029;1
beyin ateş;-0,5;-1
beyin avcısı;-0,04167;-1
beyin bozukluğu;-0,375;-1
beyin fırtınası;0,286517439;1
beyin gücü;0,286517439;1
beyin güven;-0,125;-1
beyin hastalıkları;-0,375;-1
beyin ibne;-0,5;-1
beyin teaser;-0,625;-1
beyin yıkamak;-0,04167;-1
beyin zarı;0,159647439;1
beyinleriyle;0,203187439;1
beyinli;-0,22576;-1
beyinsiz;-0,144773238;-1
beyinsizce;0,536517439;1
beyit;0,252057439;1
beyiye;-0,35191;-1
beyler;-0,40573;-1
beylerbeyi;-0,14107;-1
beyliği;0,203187439;1
beylik;-0,134234913;-1
beylikler;-0,04167;-1
beyn;-0,19602;-1
beynamaz;-0,092798304;-1
beynelmilel;-0,773452724;-1
beynelmilelcilik;-0,15009;-1
beyni;0,203187439;1
beyni sulanmış;-0,236537523;-1
beyni yıkanmış;0,161517439;1
beyninde;-0,19602;-1
beysbol;0,296257439;1
beyt-i lâhık;0,337907439;1
beyyine;-0,034074597;-1
beyza;0,209721871;1
beyzade;0,146680518;1
beyzi;0,455608185;1
bez;-0,080287296;-1
bez ateşi;-0,75;-1
bezdirici;-0,260592672;-1
bezdirir;-0,625;-1
bezdirmek;-0,27;-1
beze;-0,125;-1
bezek;-0,068291007;-1
bezekçi;0,050828953;1
bezekli;0,094215625;1
bezeksel;0,751427439;1
bezelemek;0,066965162;1
bezeli;0,395377164;1
bezelye;0,054002339;1
bezemci;0,335377439;1
bezeme;0,145246751;1
bezemek;0,179396767;1
bezemeli;-0,027124922;-1
bezemelik;0,751427439;1
bezemesiz;-0,375;-1
bezemesizdir;-0,125;-1
bezemleme;0,600757439;1
bezen;0,210070967;1
bezenmiş;0,143391708;1
bezeyici;0,335377439;1
bezgi;0,039871309;1
bezgin;-0,024345615;-1
bezginlik;-0,216987594;-1
bezginlik vermek;-0,27;-1
bezik;0,383982489;1
bezir;-0,41218;-1
bezir yağı;-0,41218;-1
bezirgan;-0,121357311;-1
bezme;-0,256727138;-1
bezmek;0,10684424;1
bezzaka;-0,4729;-1
bhaga;0,286517439;1
bıcı bıcı yapmak;0,286429441;1
bıcıbıcıyapmak;0,286429441;1
bıçak;0,082189838;1
bıçak bit;-0,25;-1
bıçak kenar;-0,125;-1
bıçakçı;0,130177439;1
bıçakla;-0,65638;-1
bıçaklama;-0,625;-1
bıçaklamak;-0,332151363;-1
bıçgın;0,203187439;1
bıçik;0,056517439;1
bıçkı;0,096671521;1
bıçkın;-0,114723273;-1
bıçkınlık;0,411517439;1
bıform;0,286517439;1
bık;-0,17413;-1
bıkılmayan;-0,5;-1
bıkıntı;-0,082458547;-1
bıkkın;0,066440926;1
bıkkınlık;-0,112910524;-1
bıkkınlık verici;-0,252201048;-1
bıkma;-0,257275556;-1
bıkmak;-0,148092135;-1
bıkmaz;0,536517439;1
bıktır;-0,10303;-1
bıktırarak;0,161517439;1
bıktırıcı;-0,251892836;-1
bıktırıcılık;0,161517439;1
bıktırmak;0,087067414;1
bıldır;-0,18682;-1
bıldırcın;0,057347439;1
bıldırcın sökünü;0,053577439;1
bıngıldak;-0,125;-1
bırak;-0,125;-1
bırak gitsin;-0,125;-1
bırakılma;-0,056174148;-1
bırakılmış;0,543099853;1
bırakın;0,038497439;1
bırakıt;-0,358788663;-1
bırakma;-0,118905223;-1
bırakmak;-0,100894414;-1
bırakmamak;-0,195019096;-1
bıtık;-0,830155335;-1
bıyık;0,18233852;1
bıyıklı;0,533071968;1
bız;-0,0307305;-1
biaman;-0,213019176;-1
biat;-0,18548;-1
biber;-0,02083;-1
biber biftek;-0,16667;-1
biber kira;-0,5;-1
biber kök;-0,125;-1
biber sirke;-0,375;-1
biber sosu;-0,25;-1
biberiye;-0,16667;-1
biberle;0,088317439;1
biberli;-0,295998076;-1
biberon;0,115523041;1
bibi;-0,17425;-1
bibliyofil;0,286517439;1
bibliyografi;-0,035351629;-1
bibliyografya;-0,039567007;-1
bibliyotek;0,053764464;1
bibliyotekçi;0,536429125;1
biblo;-0,195678739;-1
bici;-0,25449;-1
bicili;0,049987;1
biç;-0,05866;-1
biçare;-0,168745541;-1
biçarelik;-0,091392211;-1
biçem;0,291987439;1
biçemleme;-0,125;-1
biçen;0,203187439;1
biçerdöver;0,315796439;1
biçilmemiş;-0,75;-1
biçim;-0,047805955;-1
biçim bilimi;0,238947439;1
biçim bozulması;-0,13636;-1
biçimbilimsel;0,287156369;1
biçimci;-0,25031803;-1
biçimdizim;0,238947439;1
biçimi;0,064468268;1
biçimi bozuk;-0,301927032;-1
biçimle;-0,07594;-1
biçimlendirici;0,536517439;1
biçimlendirme;0,261399579;1
biçimlenme;-0,07785;-1
biçimli;0,163772399;1
biçimsel;0,378849469;1
biçimsel körlük;-0,375;-1
biçimsiz;-0,196819228;-1
biçimsizleşme;-0,13636;-1
biçimsizleşmek;0,081915263;1
biçimsizleşmiş;-0,12355393;-1
biçimsizlik;-0,361136257;-1
biçme;0,199617439;1
biçmek;-0,25753578;-1
bîdar;-0,25;-1
bidayet;0,382761839;1
bidayette;-0,008024111;-1
bide;0,170127439;1
bidon;-0,167855472;-1
bî-emanî;-0,111199031;-1
bifokal;0,161517439;1
biftek;-0,0204;-1
biftek sosu;-0,125;-1
bifyografi;0,087942301;1
bigane;0,064581488;1
bigeneric;-0,125;-1
bihâb;0,063037439;1
bîhâb;0,063037439;1
bihaber;-0,022047878;-1
bihakkın;0,127527439;1
bijugate yaprak;0,286517439;1
bijugous yaprak;0,286517439;1
bijuteri;0,692257439;1
bikarar;-0,054838361;-1
bikarbonat;-0,54943;-1
bikini;0,252427439;1
bikir;0,081689893;1
bikromatlanmış;-0,125;-1
bil;-0,04053;-1
bilâfasıla;-0,05873143;-1
bilahare;-0,046274701;-1
bilaistisna;-0,215505319;-1
bilâistisna;-0,165169893;-1
bilakis;-0,017217721;-1
bilâkis;-0,186162691;-1
bilanço;-0,42631;-1
bilar;0,379597439;1
bilardo;0,376507439;1
bilardo sopası;-0,19157;-1
bilasebep;0,286517439;1
bilateral;0,286517439;1
bilavasıta;0,394490059;1
bilâvasıta;0,090100891;1
bilcümle;0,137071572;1
bildik;-0,007638628;-1
bildir;-0,22021;-1
bildirdiğinden;-0,375;-1
bildirge;0,065543281;1
bildiri;-0,073528802;-1
bildirilmemek;-0,073961399;-1
bildirilmemiş;-0,4375;-1
bildirilmiş;0,410981226;1
bildirim;0,047113591;1
bildirişim;0,093476717;1
bildirme;-0,038113274;-1
bildirme kipleri;0,161517439;1
bildirmek;-0,073681649;-1
bildirmeme;-0,030594208;-1
bile;-0,09914895;-1
bile bile;0,216884799;1
bile isteye;0,19486927;1
bilecen;0,494847439;1
bileği;0,111167439;1
bilek;0,085868557;1
bilek damarı;0,193247439;1
bilek kemik;-0,125;-1
bileklik;0,446847439;1
bileme taşı;-0,25;-1
bilemek;0,107386645;1
bilen;0,365246074;1
bilenme;-0,035958817;-1
bilenmemiş;-0,125;-1
bilerek;0,204899108;1
bileş;0,205087439;1
bileşen;0,206667439;1
bileşik;-0,028111446;-1
bileşik sayı;-0,625;-1
bileşim;-0,026469232;-1
bileşimli;-0,333233259;-1
bileşke;0,037537439;1
bileşmek;-0,015952488;-1
bileştirmek;0,203187439;1
bilet;-0,02524;-1
biley;-0,109593886;-1
bilez;-0,025279742;-1
bilezik;0,134826439;1
bilfiil;-0,14520456;-1
bilge;0,333048308;1
bilge adam;0,099017439;1
bilge kuruş;0,161517439;1
bilgece;0,153493501;1
bilgelik;0,164984567;1
bilgi;0,173232145;1
bilgi ağacı;0,161517439;1
bilgi aktarımı;0,124603417;1
bilgi alışverişi;0,124603417;1
bilgi alma;-0,41717;-1
bilgi almış;0,4010757;1
bilgi edinme;-0,41717;-1
bilgi sahibi;0,4010757;1
bilgi toplama;-0,41717;-1
bilgi vermek;-0,365450783;-1
bilgici;-0,042659575;-1
bilgiç;0,264053745;1
bilgiçlik;0,190204811;1
bilgiçlik taslayan;0,494847439;1
bilgilen;-0,09628;-1
bilgilendirecek;0,066517439;1
bilgilendirici;0,127427439;1
bilgilendirme;0,161517439;1
bilgilendirmek;-0,115223838;-1
bilgilenme;-0,151871619;-1
bilgili;0,1926154;1
bilgiliksel;0,411517439;1
bilgililik;0,276478792;1
bilgin;0,144547847;1
bilgince;0,286517439;1
bilginler;0,177604989;1
bilginlik;0,331902456;1
bilgisayar;0,273416702;1
bilgisi olan;0,419746223;1
bilgisiz;-0,125971155;-1
bilgisizler;-0,077739401;-1
bilgisizlik;-0,219862183;-1
bilgiyazar;-0,18008;-1
bilgiyi;-0,25568;-1
bilhassa;0,155373594;1
bili;-0,027249369;-1
bilici;0,161517439;1
bilim;0,100230718;1
bilim dışı;-0,166518744;-1
bilim kurgusal;-0,125;-1
bilimadamı;0,090697188;1
bilimde;-0,20219;-1
bilimdışı;-0,625;-1
bilimler;0,561847439;1
bilimsel;0,198294463;1
bilimsel alet;0,161517439;1
bilimsel toplantı;0,290047439;1
bilimsiz;-0,043869631;-1
bilimsizlik;-0,208294322;-1
bilincin;0,536517439;1
bilinç;0,156890732;1
bilinçaltı;-0,1577;-1
bilinçaltında;0,161517439;1
bilinçle;-0,146540709;-1
bilinçlen;-0,01611;-1
bilinçli;0,214722401;1
bilinçsiz;-0,223161143;-1
bilinçsizce;0,166756118;1
bilinçsizlik;-0,188610158;-1
bilindik;0,133226966;1
bilinebilir;0,661517439;1
bilinemeyen;-0,125;-1
bilinemez;-0,04336;-1
bilinemezci;-0,102598083;-1
bilinemezciliği;0,119847439;1
bilinen;0,172938908;1
bilinmedik;0,263121964;1
bilinmeyen;-0,119184451;-1
bilinmeyen yer;-0,125;-1
bilinmez;0,114329871;1
bilinmezlik;-0,18182;-1
bilir;0,394865362;1
bilirkişi;-0,019474716;-1
bilirlenmek;0,474410622;1
bilirlik;0,116257479;1
bilisizlik;-0,015966591;-1
biliş;0,233227079;1
bilişim;-0,0754;-1
bilişsel;0,161517439;1
bilişsel faktör;-0,25;-1
bilit;-0,007272213;-1
biliyorum;0,374247439;1
billahi;0,118220506;1
billur;0,094012121;1
billûr;0,165967439;1
billûrlaşmış;-0,194061806;-1
billûrsu;-0,144528385;-1
billy keçi;-0,125;-1
bilme;0,127759731;1
bilmece;-0,098801833;-1
bilmecesi;-0,625;-1
bilmeden;-0,151539363;-1
bilmek;0,089570135;1
bilmemezlik;-0,054586325;-1
bilmeyen kimse;0,286517439;1
bilmeyerek;-0,015673757;-1
bilmez;-0,079005269;-1
bilmezle;-0,06808;-1
bilmezlenme;-0,375;-1
bilmezlenmek;-0,078140087;-1
bilmezleşme;-0,015966591;-1
bilmezlik;-0,161147676;-1
bilmezlikten gelme;-0,375;-1
bilmiş;0,494847439;1
bilmişlik;0,227472742;1
bilmiyorum;-0,375;-1
bilmukabele;-0,029806775;-1
bilobe;0,286517439;1
bilumum;0,071717569;1
bilvasıta;-0,01308483;-1
bilvasita;0,074050395;1
bilvesile;0,328727439;1
bilye;-0,028414735;-1
bilyeli yatak;0,104547439;1
bilyon;0,081967439;1
bin;0,148619891;1
bin bir çeşit;-0,0731912;-1
bin yıllık;-0,09091;-1
bina;-0,15016;-1
binaen;-0,152610716;-1
binaenaleyh;0,199022748;1
binamaz;-0,028254204;-1
binbaşı;0,161517439;1
bindallı;0,120937439;1
bindi;-0,33528;-1
bindir;-0,24383;-1
bindirim;0,157129177;1
bindirimli;0,037302056;1
bindirme;-0,05369285;-1
bindirmek;-0,241993286;-1
bindirmesi;0,286517439;1
binek;0,081226399;1
binek atı;0,168797439;1
binen;0,269791411;1
binici;0,250895688;1
binicilik;0,156107189;1
binicilik sporu;0,161517439;1
binilecek;0,168797439;1
bininci;-0,25;-1
biniş;0,073819726;1
binit;0,168797439;1
binlerce;-0,11432;-1
binlik;0,036727439;1
binmek;-0,110432607;-1
binniyabe;0,09861096;1
binoral;0,286517439;1
binyıl;0,206967439;1
biofeedback;-0,25;-1
biomekanik;0,057767439;1
bip;0,383847439;1
biparöz;0,161517439;1
bipolar;-0,18182;-1
bir;0,117389086;1
bir adam;-0,002085645;-1
bir adamın suyu;0,161517439;1
bir ağızdan;0,411517439;1
bir ağrı kesici;-0,25;-1
bir amerikalı;-0,375;-1
bir an önce;-0,050388278;-1
bir anda;-0,091100594;-1
bir arada;0,046132013;1
bir araya gelme;0,223960708;1
bir arıza;-0,125;-1
bir asmak bakım;-0,25;-1
bir ayak önce;0,178290863;1
bir bakarsın;0,105168946;1
bir bakteri;-0,25;-1
bir bakteri türü;-0,12424;-1
bir balık türü;0,222657439;1
bir başına;-0,059270414;-1
bir başkası;-0,134850653;-1
bir baştan;-0,167818038;-1
bir borcun ödenmesi;0,040717439;1
bir cins antilop;-0,31006;-1
bir cins börülce;-0,333131325;-1
bir cins güvercin;0,393667439;1
bir cins orkide;-0,108225575;-1
bir cins reçine;0,407004062;1
bir cins sülün;0,315147439;1
bir cinsten;0,100306298;1
bir çırpıda;-0,002786215;-1
bir çocuk oyunu;0,377275066;1
bir daha;-0,167818038;-1
bir dalda durmamak;-0,182875128;-1
bir dalış;-0,125;-1
bir dam altında;-0,15576581;-1
bir defada;-0,047849865;-1
bir fincan çay;0,411517439;1
bir gol;-0,25;-1
bir golf sahası;0,161517439;1
bir göz atın;-0,125;-1
bir göz tutmak;0,411517439;1
bir göz var;-0,125;-1
bir hayli;-0,024473794;-1
bir içim su;0,316366705;1
bir iki;-0,019026902;-1
bir iskambil oyunu;0,411517439;1
bir ispanyol dansı;0,584287439;1
bir işi yapma;0,040717439;1
bir işi yapmak;-0,125;-1
bir kadın ismi;0,104697439;1
bir kere;0,197167646;1
bir kısım;-0,092714205;-1
bir kimse;-0,007791579;-1
bir köpek cinsi;0,111216435;1
bir kulakta;0,286517439;1
bir mersinbalığı türü;0,332801207;1
bir meze türü;-0,350944691;-1
bir miktar;-0,020224317;-1
bir nebzecik;-0,150032647;-1
bir nefes almak;0,161517439;1
bir olasılıkla;-0,003010126;-1
bir olmak;0,068959677;1
bir orman ağacı;0,898867439;1
bir over koymak;0,161517439;1
bir pancar hastalığı;0,062817439;1
bir resmini;0,286517439;1
bir riski;0,411517439;1
bir sabahlık;-0,25;-1
bir seferde;-0,1887;-1
bir sıkım;-0,006095299;-1
bir sıkımlık;-0,006095299;-1
bir sincap;-0,125;-1
bir sürü;0,286517439;1
bir süs taşı;-0,125;-1
bir şahıs;-0,007791579;-1
bir şaka;0,078187439;1
bir şans;0,411517439;1
bir şeyin özü;-0,33208195;-1
bir takım;-0,031875153;-1
bir takoz türü;-0,185393736;-1
bir taktik;0,411517439;1
bir tane;0,070611828;1
bir tanesi;-0,007791579;-1
bir tatu türü;-0,15574;-1
bir tek;0,274407837;1
bir tip yoğurt;-0,14015;-1
bir top var;-0,25;-1
bir toz almak;-0,125;-1
bir tutam;-0,020224317;-1
bir tutma;-0,015350711;-1
bir tür başlık;-0,63123;-1
bir tür perde;0,683517439;1
bir tür takoz;-0,185393736;-1
bir tür taşkömürü;-0,125;-1
bir tür zamk;0,40821092;1
bir uyum atmak;-0,25;-1
bir uyum var;-0,25;-1
bir uzman gibi;0,161517439;1
bir yanlı;0,286517439;1
bir yılan türü;-0,103322749;-1
bir yolunu bulmak;-0,019102534;-1
bir yuh;-0,25;-1
bir yunus türü;-0,04167;-1
bir yük olsun;-0,125;-1
bir zaman için;0,069762499;1
bir zamanlar;0,159407439;1
bir zat;-0,007791579;-1
bira;-0,174095845;-1
bira arabası;-0,375;-1
biracı;-0,25;-1
birader;-0,17369264;-1
birahane;-0,001215421;-1
biraz;-0,008747363;-1
biraz önce;0,253617439;1
biraz terör;-0,375;-1
birazcık;-0,022166608;-1
birazdan;-0,004750052;-1
birbir;0,086847439;1
birbirine bağlı olan;0,074677439;1
birbirine girmek;0,139078902;1
birbirine uygun;0,161517439;1
birbirine yaklaştırma;0,147795953;1
birbirine zıt olmak;0,123669761;1
birbirini tutma;0,095076058;1
birbirini tutmama;-0,044885328;-1
birbirini tutmayan;-0,082152351;-1
birbirinin;0,161517439;1
birçok;-0,030278029;-1
birden;-0,037125732;-1
birden fazla oy;-0,75;-1
birdenbire;-0,015316351;-1
birdirbir;-0,04167;-1
birebir;0,193877055;1
birer;0,180147439;1
bireşim;-0,017450157;-1
bireşimli;-0,34114765;-1
bireştirici;0,119847439;1
birey;0,043365904;1
birey olmayan;-0,125;-1
bireyci;-0,3125;-1
bireycilik;0,116162687;1
bireye;-0,110096806;-1
bireyler;-0,179930729;-1
bireylere;-0,56743;-1
bireyleşme;0,078187439;1
bireylik;0,119847439;1
bireysel;-0,177292321;-1
bireysel olarak;0,411517439;1
bireysellik;0,119847439;1
birge;-0,41667;-1
birgen;0,066517439;1
biri;0,062635699;1
biricik;0,157257137;1
birik;0,068096679;1
biriki;0,137653204;1
birikim;-0,062625709;-1
birikimi;-0,09;-1
birikinti;-0,245539779;-1
birikmek;0,061728732;1
birikmesi;0,150157439;1
birikmiş;0,166121461;1
biriktirecek;-0,125;-1
biriktiri;0,060839477;1
biriktirim;0,180614706;1
biriktiriyorum;-0,125;-1
biriktirme;0,152402497;1
biriktirmek;-0,185215139;-1
birileri;-0,0993;-1
birim;-0,0528754;-1
birim matris;-0,125;-1
birinci;0,19159152;1
birinci kısa;-0,25;-1
birinci sınıf;0,572987165;1
birincil;0,091038251;1
birincil grup;0,661486189;1
birincileşmek;0,083370761;1
birincilik;0,184645903;1
birincisi;-0,13483;-1
birine kefil olma;-0,191873686;-1
birisi;-0,008665372;-1
birkaç;-0,069634947;-1
birle;-0,0806;-1
birleme;-0,38492;-1
birler;0,115924434;1
birleş;-0,00439;-1
birleşik;-0,008700367;-1
birleşim;0,059717482;1
birleşimini;0,045967439;1
birleşimlerini;0,128267439;1
birleşimli;-0,07186249;-1
birleşme;0,071574659;1
birleşmek;-0,089195579;-1
birleşmemiş;-0,375;-1
birleşmezlik;-0,212211213;-1
birleşmiş;0,137225527;1
birleştir;0,110527439;1
birleştirici;0,196369896;1
birleştirilmiş;-0,5;-1
birleştirme;-0,097815338;-1
birleştirmek;0,044051137;1
birliği sağlayıcı;-0,015198659;-1
birlik;0,084879449;1
birlik beraberlik;0,044306031;1
birlik olarak;0,046114132;1
birlik olma;0,131349729;1
birlik olmak;-0,004853871;-1
birlik yapmak;0,151517468;1
birlikte;0,128759185;1
birlikte atmak;-0,33333;-1
birlikte gitmek;-0,20455;-1
birlikte kalmak;-0,25;-1
birliktelik;0,10564236;1
birlikteş;-0,01068;-1
birörnek;0,478667439;1
birsam;-0,36364;-1
birtakım;-0,021195952;-1
birtakımı;-0,11702;-1
bis;-0,131455623;-1
biseksüel;0,358754971;1
biseksüellik;0,453187439;1
bisiklet;0,326507439;1
bisküvi;0,088270283;1
bismarck;-0,375;-1
bismillah;0,194827439;1
bistro;-0,13081;-1
bisturi;0,129228124;1
bit;-0,477937319;-1
bit yavrusu;-0,498621218;-1
bitap;-0,129242106;-1
bitaplık;-0,276816718;-1
bitaraf;0,29034757;1
bitartarat;-0,125;-1
bitek;0,283392793;1
biteksiz;-0,163592847;-1
bitevi;-0,1246242;-1
biteviye;-0,023879308;-1
biteviyelik;-0,20592024;-1
bitey;0,303547439;1
biti;-0,06;-1
bitig;0,102837668;1
bitigçi;0,063887439;1
bitigen;0,102837668;1
bitik;0,146216039;1
bitim;-0,010016221;-1
bitimli;-0,066077329;-1
bitimsiz;0,038016011;1
bitimsizlik;-0,035721016;-1
bitin tür;-0,125;-1
bitir;0,139136439;1
bitirememek;0,143833375;1
bitiren;-0,003585018;-1
bitirilme;-0,056129829;-1
bitirilmek;-0,166603082;-1
bitirilmiş;-0,25;-1
bitirim;-0,03924648;-1
bitiriş;-0,132649114;-1
bitirme;0,053354473;1
bitirmek;0,050779711;1
bitirmemek;0,152610084;1
bitis gabonica;-0,5;-1
bitiş;-0,078396525;-1
bitişik;0,054011858;1
bitişik oda;-0,125;-1
bitişik olarak;0,411517439;1
bitişme;-0,075755857;-1
bitişmek;-0,017992976;-1
bitişmiş;0,083574315;1
bitiştirmek;-0,157853208;-1
bitki;-0,007508844;-1
bitki bilimi;0,319757439;1
bitki hastalık;0,411517439;1
bitki mantarı;-0,75;-1
bitki örtüsü;0,303547439;1
bitkiler;0,319757439;1
bitkilerde;0,159878169;1
bitkilerin;-0,500181794;-1
bitkimsi hayvanlar;-0,03;-1
bitkin;-0,09768637;-1
bitkinlik;-0,08425251;-1
bitkisel;-0,104502949;-1
bitkisel hayat;-0,184198068;-1
bitkisel ilaç;0,536517439;1
bitkisel kazein;-0,06078;-1
bitkisel tedavi;-0,125;-1
bitkisel yaşam;-0,237711546;-1
bitkiye kamçılı;0,286517439;1
bitle;-0,32281;-1
bitlilik;-0,5;-1
bitme;-0,014113321;-1
bitmek;0,089764634;1
bitmeme;-0,140756345;-1
bitmemek;0,037873478;1
bitmemiş;-0,55682;-1
bitmemişlik;-0,5;-1
bitmeyen;-0,015868873;-1
bitmez;-0,020089527;-1
bitmez tükenmez;0,076368555;1
bitmiş;0,102207439;1
bitpazar;-0,16181;-1
bitpazarı;0,177224917;1
bitter;0,280547439;1
bitter çikolata;0,661517439;1
bitti;-0,45833;-1
bitüm;0,161517439;1
bitümlemek;-0,25;-1
bitür;-0,125;-1
bivalvia;0,161517439;1
bivefa;-0,047168134;-1
biyel;0,415927709;1
biyobozunur;0,661517439;1
biyoetik;0,536517439;1
biyofizik;0,249257439;1
biyografi;0,085646873;1
biyografik;0,182617439;1
biyogüvenlik;0,536517439;1
biyokimya;0,337657439;1
biyokimyasal;0,286517439;1
biyolog;-0,17232;-1
biyoloji;0,057767439;1
biyoloji bölümü;0,161517439;1
biyoloji uzmanı;-0,17232;-1
biyolojik;0,286517439;1
biyolojik fizik;0,249257439;1
biyolojik grubu;-0,125;-1
biyolojik savaş;-0,625;-1
biyolojinin;-0,091062659;-1
biyolüminesans;-0,125;-1
biyom;-0,125;-1
biyomekanik;0,057767439;1
biyonik;-0,125;-1
biyopsi;-0,24314;-1
biyosavunma;0,161517439;1
biyosfer;-0,11098;-1
biz;0,25366696;1
bizans;0,081967439;1
bizar;-0,280601183;-1
bizatihi;-0,205405932;-1
bi-zâtihi;-0,125;-1
bizden;-0,09804595;-1
bizim;0,078187439;1
bizimki;0,122107439;1
bizle;0,108547439;1
bizmut;0,232877439;1
bizon;0,370137439;1
bizzat;0,038570959;1
bkz;0,063617439;1
blabbermouth;-0,125;-1
